prompt_id,raw_prompt,subject_type,environment,lighting_style,camera_type,focal_length,film_stock,mood,tags,source,quality_score
61,"{""photo_type"":""Mirror Selfie"",""subject"":{""age"":""Early 20s"",""body_type"":""Young British Woman, prominent chest projection, fuller chest measurement, voluptuous upper torso, full-on-top breast shape, high waist-to-hip contrast, thick, powerful thighs, inverted heart-shaped glutes"",""description"":""The individual has an ovoid facial structure with fair skin pigmentation. The eyes are almond-shaped with dark-pigmented irises. The nose is straight with a rounded tip. The mouth features prominent labial vermilion and a well-defined Cupid's bow."",""ethnicity"":""British"",""expression"":""Slight, confident smile while looking at the phone screen's reflection"",""gender"":""Female"",""mirror_rules"":""Reflective mirror surface with faint dust and minor streaks; phone screen and text are naturally mirrored/reversed."",""pose_description"":""Sitting perched on a white bathroom vanity counter, legs tucked, body angled in a three-quarter view while twisting the upper torso to capture a profile-oriented mirror selfie with a handheld smartphone."",""tattoos"":""None""},""clothing"":{""bottom"":{""color"":""Light heather grey"",""details"":""High-cut lounge shorts with a simple elasticated waistband"",""fabric"":""Jersey cotton"",""type"":""Lounge shorts""},""fit_and_physics"":""Compression creases around the waistband of the shorts where it meets the skin; fabric pilling on the sweatshirt sleeves; asymmetrical draping of the off-the-shoulder neckline creating fabric tension across the chest."",""outerwear"":{""color"":""Dark charcoal grey"",""details"":""Oversized fit with ribbed cuffs and an unfinished hem"",""fabric"":""Heavy cotton fleece"",""type"":""Off-the-shoulder sweatshirt""},""shoes"":{""color"":""N/A"",""details"":""Not visible in frame"",""fabric"":""N/A"",""type"":""N/A""},""top"":{""color"":""N/A"",""details"":""Underneath sweatshirt, not visible"",""fabric"":""N/A"",""type"":""N/A""}},""hair"":{""color"":""blond"",""interaction"":""Layered strands falling naturally over the shoulders and upper back"",""style"":""Modern Shag""},""face"":{""description"":""Use the uploaded character reference image, keep all facial details 100% unchanged"",""eyebrows"":""Groomed, natural arch"",""eyes"":""Almond-shaped, dark irises"",""lips"":""Well-defined Cupid's bow with subtle gloss"",""makeup"":""Soft cat-eye eyeliner wing and natural foundation""},""skin_texture"":""Fair skin pigmentation with visible pores, natural smoothness, and subtle dermal translucency."",""biological_features"":{""eye_complexity"":""Wetness of the tear duct and sharp corneal reflection of the overhead bathroom light."",""hair_strand_physics"":""Richly textured black strands with natural flyaways and fine hair details."",""skin_micro_texture"":""Visible vellus hair along the jawline and cheekbones; varied pore sizes across the nose and forehead."",""subsurface_scattering"":""Faint redness and light penetration around the ears and fingertips under indoor lighting."",""vascularity_and_pigment"":""Subtle vascularity visible in the hand holding the device; natural skin transparency.""},""texture_details"":{""environment"":""Smooth marble shower tiles with grout lines, matte-painted beige walls with minor scuffs, and a slightly textured patterned towel."",""fabric"":""Worn jersey cotton on shorts with visible lint; thick, soft fleece texture on the oversized sweatshirt."",""hair"":""Textured, slightly layered strands with a natural sheen."",""skin"":""Lived-in skin texture with faint natural oils on the T-zone and visible pores.""},""accessories"":{""device"":""iPhone in a clear protective case with a small polaroid photo tucked inside the back; minor smudges on the camera lenses."",""eyewear"":""None"",""headwear"":""None"",""jewelry"":""None"",""props"":""White bathroom vanity counter""},""background"":{""atmosphere"":""Casual and lived-in residential bathroom atmosphere."",""elements"":[""White paneled interior door"",""Glass-enclosed shower with marble-tiled walls"",""Towel rack with a pine-tree patterned towel"",""Dark grey floor mat"",""Light-colored bathroom walls""],""lighting_interaction"":""Soft highlights from an overhead fixture reflecting off the tiles and the subject's skin."",""setting"":""Modern home bathroom"",""wall_color"":""Beige""},""lighting"":""Naturalistic indoor lighting spilling from above, creating soft falloff and realistic shadows in the corners."",""color_grading"":{""LUT_application"":""None"",""contrast_curve"":""Natural dynamic range with detailed shadows and highlights"",""general_look"":""Standard smartphone photography color science"",""saturation_boost"":""Neutral, life-like colors""},""camera"":""captured on an iPhone 16 Pro front camera with typical arm distortion and lens curvature."",""lens_type"":""24mm equivalent wide-angle smartphone lens"",""resolution_and_aspect_ratio"":""48MP, 9:16 aspect ratio"",""style"":""Hyper-Realistic Smartphone Photography"",""imperfections"":""Faint dust and smudges on the mirror surface; minor scuffs on the beige wall; fingerprints on the phone's clear case."",""shot_type"":""Medium shot mirror selfie"",""camera_settings"":{""aperture"":""f/1.8"",""dynamic_range"":""High (Smart HDR)"",""focal_length"":""26mm equivalent"",""iso"":""125"",""lens_distortion"":""Subtle barrel distortion typical of wide-angle smartphone lenses"",""optical_artifacts"":{""bokeh_quality"":""Natural depth of field falloff"",""chromatic_aberration"":""None"",""focus_falloff"":""Gentle blurring of the shower background"",""vignetting"":""Slight natural lens vignetting""},""processing"":""Deep Fusion and Smart HDR 5"",""shutter_speed"":""1/60s"",""white_balance"":""Auto (indoor warm)""},""sensor_atmosphere"":{""air_particles"":""None"",""haze_and_glare"":""Minimal lens flare from overhead light"",""iso_noise_structure"":""Fine-grained digital noise in the shadow areas"",""sensor_bloom"":""Subtle bloom on bright reflections""},""vibe"":""Authentic, casual social media post"",""overall_mood"":""Relaxed and self-assured"",""color_mode"":""vibrant full color"",""action"":""Taking a mirror selfie on a bathroom counter"",""composition"":{""camera_angle_tilt"":""Slightly tilted handheld angle"",""depth_layering"":""Subject in the foreground, vanity in mid-ground, shower/door in background"",""framing_rule"":""Rule of thirds with the subject centered vertically"",""leading_lines"":""The edge of the vanity counter and door frame"",""perspective"":""Mirror reflection"",""symmetry_balance"":""Asymmetrical pose creating dynamic movement""},""color_tone"":""Warm indoor hues with neutral greys"",""depth_and_focus"":""Subject in sharp focus with a slight natural blur on the background elements"",""final_director_notes"":""Ensure the mirror has realistic imperfections like faint streaks to ground the image in reality. The body proportions must strictly follow the provided description for a 'Young British Woman' with the specified voluptuous curves. Maintain the smartphone-captured look with no cinematic filters.""}",person,indoor,cinematic,smartphone,24mm,portra_400,dramatic,"animal,cinematic,female",collected,9.5
62,"Cinematic close-up portrait of a girl in a studio with a gray-blue wall. She is sitting leaning back on a white Teddy armchair. Her pose is relaxed, legs wide apart, arms resting with elbows on the back of the chair. She is wearing blue wide-leg jeans with a thin black belt on a gold buckle. Dark blue fitted top with thin straps and a deep neckline emphasizing the décolleté area, dark blue velvet long gloves up to the elbows, a white separate collar on the neck and a dark blue satin tie tied with a “Yves Saint Laurent” brand buckle. Hair is pulled back in a low ponytail with a center part. Looking slightly to the side down. Photo taken at eye level. Makeup black sharp arrows, lips chocolate gloss. Studio light. Skin is illuminated. Aspect ratio 9:16. Light graininess",person,studio,studio,dslr,85mm,portra_400,moody,"cinematic,female,portrait,studio",collected,7.8
63,"Night photography of a young woman posing in front of the brightly lit Burj Khalifa in Dubai. Low-angle shot for a sense of scale and majesty. The woman has long hair styled with a patterned silk headscarf, expressive makeup, and long eyelashes. She looks directly into the camera from a slightly tilted-down perspective, leaning forward. She wears dark clothing and elegant jewelry, including a chunky gold bracelet on her left wrist and a delicate watch on her right. Behind her, the Burj Khalifa dominates the right side of the frame, fully illuminated with golden lights against a pitch-black night sky. To the left, a modern building with curved light lines and palm leaves are visible. Warm golden and deep black color palette, luxury atmosphere. Photorealistic, high detail of skin and fabric textures, motion blur, slight digital noise, soft sharpness, film grain effect, candid shot.",person,outdoor,cinematic,dslr,50mm,portra_400,moody,"female,night,urban,vintage",collected,7.5
64,"Cinematic high-fashion editorial set in a densely populated metropolis, where a colossal giant woman towers over skyscrapers and steps on buildings like a catwalk. Extreme scale, unapologetic power. As she steps forward, her heel presses into the rooftops. She is wearing a black leather sculptural blazer, a leather black high-waisted mini skirt, thigh-high leather boots with sharp heels - luxurious, bold, and completely devoid of text, logos, or symbols. Stiff, theatrical pose with chin and hand raised. Shot from an extremely low angle, giving it drama and dominance. Cinematic golden daylight, strong shadows, glossy highlights, ultra-sharp details. A blend of fashion and surrealism with va-va-voom energy - iconic, powerful, glamorous, and designed to create impactful social visuals.",person,outdoor,natural,dslr,50mm,portra_400,dramatic,"cinematic,fashion,female",collected,7.8
65,"Cinematic evening shot, Saint Petersburg. A woman on a classic wooden boat moving along the canals, elegant pose in profile or half turn. CLOTHING: Strict black wool coat with clear shoulder architecture, blazer collar, waist accent, classic buttons. Under the coat, a thin black turtleneck with a high neck, black gloves to fit. HAIRSTYLE: Voluminous evening styling, softly sculpted, dynamic from the wind, but impeccably styled (refined). MAKEUP: Bold evening glam, deep look, glowing cheekbones, glossy lips, dramatic but elegant look. EMOTION: Calm, detached, confident, looking away from the camera. BACKGROUND: Clearly visible drawbridge, night city illumination, warm reflections in the water, historical architecture, boats in the distance. TECHNIQUE: Aesthetics of a realistic photo on a High-End smartphone, high sharp details, no background blur, realistic perspective. ATMOSPHERE: Exquisite, masterful, editorial, windy evening on the water.",person,outdoor,cinematic,smartphone,50mm,portra_400,dramatic,"cinematic,fashion,female,night,urban",collected,7.8
66,"Cinematic close up portrait of a girl. She is in a city scene on a pedestrian crossing. Photo in motion. She is wrapped in a large white blanket, part of her back and shoulders are visible without clothes. The blanket is dragging on the ground. Hair is gathered in a messy bun, with bangs tucked to the sides. Urban intersection, visible stone buildings, visible bright headlights of passing cars, texture of asphalt and pavement. Photo with flash. It is night outside. She stands in a half-turn looking away from the camera. Format 9:16",person,outdoor,studio,dslr,50mm,cinestill_800t,bright,"cinematic,female,night,portrait,urban",collected,7.8
67,"Cinematic close up portrait of a girl. She is in a city scene on a pedestrian crossing. Photo in motion. She is wrapped in a large white blanket, part of her back and shoulders are visible without clothes. The blanket is dragging on the ground. Hair is gathered in a messy bun, with bangs tucked to the sides. Urban intersection, visible stone buildings, visible bright headlights of passing cars, texture of asphalt and pavement. Photo with flash. It is night outside. She stands in a half-turn looking away from the camera. Format 9:16",person,outdoor,studio,dslr,50mm,cinestill_800t,bright,"cinematic,female,night,portrait,urban",collected,7.8
68,"High-fashion cinematic portrait of a glamorous woman standing inside a dark reflective elevator interior wearing a fitted white lace corset mini dress with structured boning and asymmetric lace draping detail. Long sheer lace opera gloves extend above elbows. She poses with one hand raised near lips blowing a kiss while the other arm stretches outward touching reflective walls. Body angled slightly forward creating movement and confidence. Hair styled in long polished Hollywood waves cascading over shoulders. Dramatic low-light environment with glossy black metallic reflections surrounding subject. Shot in full-body vertical composition, slightly low camera angle enhancing silhouette, luxury evening editorial lighting with highlights reflecting off surfaces, soft sculpted face, rosy cheeks, glossy lips, clean defined brows. Neutral warm lighting with slight smartphone front camera flash, balanced shadows. Reference to image. Added fine film grain, realistic skin pores, subtle glow. Pinterest clean-girl meets luxury desert vibe, lifestyle editorial photography, ultra-detailed, 8K quality",person,indoor,golden_hour,smartphone,50mm,portra_400,dramatic,"cinematic,fashion,female,portrait,summer,vintage",collected,8.8
69,"Extreme close-up of a face. A girl is sitting in a sports car with an open top.
She is wearing a white classic jacket, on her neck a chiffon white scarf is waving in the wind 
Hair is voluminous long shiny partially falling on her face from the wind Cinematic effect with added grain. She sits relaxed 
Summer French nails
Skin is perfect illuminated 
Do not change facial features",person,outdoor,cinematic,dslr,85mm,portra_400,serene,"cinematic,female,portrait,summer,vintage",collected,7.3
70,"Woman posing inside large indoor basketball arena from spectator seating level, camera positioned slightly below chest height creating confident editorial perspective. She stands near railing with one hip shifted outward, torso angled toward camera while head slightly tilted forward giving composed confident expression. Outfit: black deep-neck fitted crop top emphasizing neckline, oversized white bomber jacket slipping off shoulders exposing arms, high-waisted light blue relaxed jeans. Accessories include thin chain necklace with cross pendant and rectangular eyeglasses adding sporty intellectual contrast. Background shows illuminated scoreboard screens, stadium lights, crowd seating and active court atmosphere with cinematic green arena glow and event lighting , soft sculpted face, rosy cheeks, glossy lips, clean defined brows. Neutral warm lighting with slight smartphone front camera flash, balanced shadows. Reference to image. Added fine film grain, realistic skin pores, subtle glow. Pinterest clean-girl meets luxury desert vibe, lifestyle editorial photography, ultra-detailed, 8K quality.",person,indoor,golden_hour,smartphone,50mm,portra_400,serene,"cinematic,fashion,female,summer,vintage",collected,8.8
